Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.11509759734944305,0.02349810177654449,0.03773869651210867,0.07901409080568611,0.03545637166553092,0.05121777216352769,0.8058883118448709,0.9410455347887736,0.9110435291531054
357,0.1287782269065513,0.10174090782266738,0.1133619446194054,0.27666684576543726,0.3308262261859277,0.3094450615501929,0.5945549273280114,0.5674328590214884,0.5771929974987845
